Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre,Historical,Military,Comedy,Fantasy,Cars,Horror,Action,Yaoi,Josei,Vampire,Magic,School,Police,Samurai,Adventure,Shounen Ai,Hentai,Music,Seinen,Dementia,Yuri,Martial Arts,Shounen,Drama,Slice of Life,Shoujo Ai,Shoujo,Space,Sports,Mystery,Super Power,Demons,Game,Romance,Ecchi,Mecha,Kids,Harem,Supernatural,Parody,Thriller,Psychological,Sci-Fi,Cluster,genres_str
23857,Go! Go! Kadendanshi 2nd Season,2nd Season of Go! Go! Kadendanshi.,"Action, Seinen",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Action Seinen
317,Final Fantasy VII: Advent Children,"Two years ago, the world was changed forever. The young Cloud Strife and his band of friends may have defeated Sephiroth and thwarted his plan to crash a giant meteor into the Earth, but this victory was not without great cost. The highly populated city of Midgar was nearly ripped apart in the conflict. Fortunately, many of the city's citizens were able to evacuate to safety, and in the years afterward have formed a new home called Edge. 
 
 Final Fantasy VII: Advent Children  revolves around Cloud and Tifa as they try to make new lives for themselves, as well as for those around them, in this new city. Together they run a courier service, and tend to their mutual friend Barret’s adopted daughter Marlene and a young orphan by the name of Denzel. Denzel, Cloud, and scores of children are suffering from a mysterious new illness called ""Geostigma."" 
 
The children of the city have one other threat looming over their heads—a trio of powerful men are kidnapping infected kids for unknown reasons. Cloud is determined to save these young ones, not only from Geostigma, but from the kidnappers as well. He has no idea, however, that these men share a link to his old enemy, Sephiroth, and Cloud’s quest to vanquish them will bring him back into conflict with the demons of his past. If there is any hope in conquering these threats, it lays within the bonds of friendship between Cloud and his allies who saved the world once, and now must do so again.","Action, Super Power, Fantasy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Action Super Power Fantasy
20931,Oneechan ga Kita,"The story revolves around Tomoya Mizuhara, a 13-year-old boy who suddenly gains a big sister when his father remarries. 17-year-old Ichika is a little strange, and her affection for Tomoya is rather overwhelming, if not scary. On top of things, Ichika's friend Ruri is the ultimate sadist. Then there is Ichika's big-breasted quarter-Japanese friend Marina. 
 
(Source: ANN)","Comedy, Slice of Life",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Comedy Slice of Life
6864,xxxHOLiC Rou,"10 years after the events of  xxxHOLiC Shunmuki , a melancholic Kimihiro Watanuki has taken over the shop formerly run by the mysterious Yuuko due to a promise he made to her. His companions Maru, Moro, and Mokona live together with him in relative contentment, and some familiar faces arrive every now and then: former rival turned-steadfast friend Shizuka Doumeki, and the former psychic prodigy Kohane Tsuyuri. While Kohane studies folklore under Doumeki at university, they encounter a case that is perfect for the master of the shop. 
 
Eventually, Watanuki receives a visit from Doumeki's grandfather, Haruka. He requests that Watanuki investigates his grandson's dreams. While inside the dream world, he discovers how their past adventures played out from Doumeki's perspective of view, leading Watanuki to discover truths from 10 years ago and secrets about the ties that bind their friendship. 
 
[Written by MAL Rewrite]","Mystery, Supernatural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,Mystery Supernatural
79,Shuffle!,"In present times, Gods and Demons coexist together with Humans after the door between each of these worlds had opened. Tsuchimi Rin is a normal young high school student attending Verbena Academy, spending his days living peacefully with his childhood friend Kaede. Unexpectedly, one day the King of Gods, the King of Demons and their families move into be Rin's next door neighbors. Apparently the daughter of the Gods, Sia, and the daughter of the demons, Nerine, are both deeply in love with Rin after having met him in the past. Along with his playful friendship with upperclassmen Asa and his encounter with the silent but cute Primula, Rin has much on his hands dealing with the affections of each of these girls. Based on the eroge by Navel.","Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,Comedy Drama Ecchi Fantasy Harem Magic Romance School Seinen
13821,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","An actual movie of the Kamiusagi Rope series, featuring Rope and Akira, as they experience a thrilling adventure in their downtown.","Adventure, Comedy, Slice of Life",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Adventure Comedy Slice of Life
33779,Jakusansei Million Arthur Specials,Special episodes of  Jakusansei Million Arthur  released to commemorate the Playstation 4/Vita game release.,"Comedy, Parody, Ecchi, Fantasy",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,Comedy Parody Ecchi Fantasy
32621,Pokopon no Yukai na Saiyuuki,Pokopon version of Journey to the West.,"Adventure, Fantasy, Kids, Magic, Martial Arts",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,Adventure Fantasy Kids Magic Martial Arts
32740,Girls & Panzer Movie Specials,Specials included with the Blu-ray and DVD releases of  Girls & Panzer Movie .  Arisu War!  (愛里寿・ウォー！) takes place after the events of the movie and  Akiyama Yukari no Sensha Kouza  (秋山優花里の戦車講座) are another two standard Yukari tank corner explanation videos.,"Military, School",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Military School
1743,Super Milk-chan,"Milk-chan is a girl who lives in a house stuck on the side of a building with her two sidekicks: Tetsu-ko, a paranoid robot that looks like a bottle and Hanage, a green blob with a mustache. 
 
Milk is poor and she can't pay the rent, especially after her attempt to extort a local ant family fails. However, she is saved because the president himself offers her a job (some sort of a secret mission). Milk-chan answers the phone to receive missions from The President by saying something like ""Hello, Bank of Hokkaido. Just kidding!"" 
 
After getting her mission, Milk-chan and her sidekicks take off aboard the ""Milk-6"" helicopter to go on her mission. Did I tell you this is a spoof of 1970s spy thrillers or some sort of Bond movies? 
 
(Source: AniDB)","Action, Comedy, Parody, Sci-Fi",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Action Comedy Parody Sci-Fi
34692,Umbrella Fighter!,A story of childhood friends growing up.,Slice of Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Slice of Life
7311,Suzumiya Haruhi no Shoushitsu,"One cold Christmas day, Kyon heads over to school and the SOS Brigade's holiday celebration, only to realize that Haruhi Suzumiya seems to have disappeared. Moreover, no one even remembers her or the SOS Brigade; Mikuru Asahina knows nothing and is now afraid of him, and Itsuki Koizumi has also gone missing. The Literature Club, formed only by an uncharacteristically shy Yuki Nagato, now occupies the old SOS club room. 
 
 Suzumiya Haruhi no Shoushitsu  is based on the fourth light novel of the acclaimed Haruhi series and is set after the events of the anime series. Not uncultured in the supernatural, Kyon will have to deal with his whole life turned upside down like a bad joke, and maybe it's better that way. 
 
[Written by MAL Rewrite]","Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,9,Comedy Mystery Romance School Sci-Fi Supernatural
6523,Porong Porong Pororo,"The curious penguin Pororo is out exploring one day when he stumbles upon a mysterious egg. Planning on eating it, Pororo decides to take it home. However, the egg hatches in front of his eyes, and to his surprise a dinosaur emerges, staring him in the face. Though terrified at first, Pororo soon befriends the lovable pint-sized creature and the two go on many adventures with the rest of their friends. 
 
Within this gang of friends, there is the dinosaur Crong, a playful troublemaker; the fox Eddy, a trickster and inventor; the beaver Loopy, an artistic baker; and the polar bear Poby, a photographer and fisherman with a generous heart. When all these friends get together, they are sure to get into mischief. 
 
 Porong Porong Pororo  follows Pororo and his friends as they venture through their daily lives. Confronting every new adventure and challenge, Pororo and the gang will learn courage, compassion, and what it truly means to be a good friend. 
 
[Written by MAL Rewrite]",Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,Kids
16812,77Danui Bimil,A young man is looking for his kidnapped family.,"Action, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Action Drama
4136,Penguin Musume♥Heart,"Sakura Nankyoku is a total otaku. Due to a fluke, she gets elected as her class' Student Council President. Everything takes off from there into a series of crazy misadventures revolving around Sakura, her family, and her classmates. 
 
(Source: ANN)","Comedy, Ecchi, School, Slice of Life",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,Comedy Ecchi School Slice of Life
10172,Freezing Specials,These episodes focus on ecchi and comedy and don't have anything to do with the main story of Freezing. ,"Action, Comedy, Ecchi",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Action Comedy Ecchi
17263,Hanakappa Movie: Hanasake! Pakkaan♪ Chou no Kuni no Daibouken,"How annoying moms can be with all their lectures, but what happens if they are gone...? Mothers from the Yamabiko Village get kidnapped! Hanakappa and his friends leave their village and set out on a journey to save their mothers! Enduring a freezing mountain in winter and a blazing desert in summer, the kids head to a wonderland called ""Butterfly Kingdom"". Why were the mothers taken away? And who is this boy called Pol traveling with Hanakappa? What is his secret? 
 
(Source: GAGA International)","Comedy, Kids",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,Comedy Kids
38915,Kyochuu Rettou,"After an airplane crash during a school trip, Oribe Mutsumi and her classmates were stranded on a seemingly deserted island. Mutsumi found the other survivors, and used her wilderness knowledge to help them. She expects that they will be rescued in about three days, which doesn't seem so long to endure. However, she didn't account for the fact that the island is populated with gigantic killer insects. Her knowledge of butterflies, wasps, and more may be the only thing that will help any of her classmates survive to be rescued! 
 
(Source: MangaHelpers)",Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Horror
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,"In a competition between CyberConnect2 and Studio Khara, these two animations depict CC Chu and Kuroneko fighting each other, with each animation being made by the other studio.",Action,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Action
29697,Tennis no Ouji-sama: Message in a Bottle,"Picture drama episode included with Prince of Tennis official DVD fandisc. 
 
Atobe, sneakily, throws a message in a bottle in the river, which winds up next to the Rikkai and the Seigaku regulars. 
 
(Source: Prince of Tennnis Wiki)","Comedy, Sports, School, Shounen",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Comedy Sports School Shounen
30860,Koumon-teki Juuku Ketsujiru Juke,Short film by Sawako Kabuki.,"Music, Comedy, Dementia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Music Comedy Dementia
39103,Sanbiki no Kobuta no Koutsuu Anzen,"A traffic safety anime aimed at infants to lower elementary school aged children. It stars the 3 little pigs and teaches how to walk on roads, use pedestrian crossings, and what road signs mean.",Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,Kids
5250,God Mazinger,"The story is set in modern times, but the twist to the story is that Mazinger is an ancient weapon of the gods, left on earth to battle the evil space gods who have returned to take over the universe. ","Action, Fantasy, Mecha",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Action Fantasy Mecha
11235,Amagami SS+ Plus,"In the aftermath of  Amagami SS , high school student Junichi Tachibana continues his relationships with the girls at his school.  Amagami SS+ Plus  offers a glimpse into what happened after the resolution of each girl's individual story.  
 
New events begin to take place between each of the girls and Junichi. Tsukasa Ayatsuji, the class representative, runs for student council president; Rihoko Sakurai, who has taken over the Tea Club with Junichi, still wants to confess her feelings to him; Ai Nanasaki questions the future of her relationship with Junichi when he leaves for college; Kaoru Tanamachi wonders if her relationship with Junichi will ever go any further; Sae Nakata and Junichi deal with classmates who still can't believe that someone so cute is his girlfriend; and Haruka Morishima wants to take their relationship to the next level and get married. 
 
[Written by MAL Rewrite]","Slice of Life, Comedy, Romance, School",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,Slice of Life Comedy Romance School
610,Popotan,"Beautiful sisters Ai, Mai, Mii, their android maid Mea and slippery pet ferret Unagi make an amazing journey together through time and space without ever leaving their beloved mansion behind! Following the clues of the strange dandelion-like ""Popotan,"" the girls are theoretically seeking the person who has the answers to their most personal questions, but they seem to have more than enough time to take side trips, meet new friends, visit hot springs and occasionally operate the X-mas shop they keep in the house along the way! 
 
Yet, the girls' ultimate destiny holds more than a few surprises of its own, and not every moment is filled with hilarity, as moving through time means having to leave friends behind as well. 
 
(Source: RightStuf)","Comedy, Drama, Ecchi, Supernatural",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Comedy Drama Ecchi Supernatural
1243,Night Head Genesis,"It is said that 70% of the human brain capacity is unused. If humans possess incredible power, it is strongly believed to be lying dormant within this region. This unused 70% brain capacity is known as ""Night Head"". 
 
The famous work 'NIGHT HEAD' is going to break the silence. They were abandoned by their parents because of the psychic power they possessed. They are the Kirihara brothers, who lived in a laboratory within a barrier-protected forest. They have escaped from the laboratory, and a new wave of 'Revolution' is about to arise. 
 
A new ""Night Head"" is about to be awakened.","Sci-Fi, Mystery, Psychological, Supernatural, Drama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,18,Sci-Fi Mystery Psychological Supernatural Drama
1413,Lupin III: Alcatraz Connection,"Zenigata arrives on the ship ""Machine Gun Kelly"", a casino on the water owned by the mafia, because Lupin plans on stealing the casino's money. Lupin and his gang manages to break into the ship's vault but was unable to escape with the money due to Zenigata's shooting. However, there was another purpose the ship had, one that Lupin was aware of; to search for a sunken ship filled with gold. Lupin managed to steal this data while he was on the ship, however, now they have to contend with Zenigata, the mafia, and a secret organization whose base is under Alcatraz, as they attempt to uncover the secret behind the organization and the sunken treasure. 
 
(Source: ANN)","Action, Adventure, Comedy, Seinen",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Action Adventure Comedy Seinen
13955,Dennou Coil Recaps,Special summary episodes that aired after episodes 13 and 22 of the Dennou Coil original airing.,"Adventure, Comedy, Drama, Mystery, Sci-Fi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,Adventure Comedy Drama Mystery Sci-Fi
40321,Ookami to Koushinryou VR 2,,"Adventure, Historical, Fantasy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Adventure Historical Fantasy
40356,Tate no Yuusha no Nariagari 2nd Season,Second season of Tate no Yuusha no Nariagari.,"Action, Adventure, Drama, Fantasy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Action Adventure Drama Fantasy
39026,Dumbbell Nan Kilo Moteru?,"During a regular after-school grub crawl, gluttonous high schooler Hibiki Sakura is confronted about her ever-expanding waistline by her best friend, Ayaka Uehara. With her attempts at solitary exercise failing miserably, Hibiki decides to join the newly opened Silverman Gym. At her orientation, Hibiki runs into student council president and school idol Akemi Souryuuin. 
 
However, it soon turns out that Hibiki is in for a lot more than she bargained for. Not only is Silverman Gym full of world-renowned bodybuilders and athletes, but to make matters worse, Akemi turns out to be a total muscle fetishist! Grossed out by the scene unfolding before her eyes, Hibiki begins to leave, only to be stopped by trainer Naruzou Machio. Completely enthralled with her newfound Prince Charming, Hibiki signs up as a gym member. Now, as a result of her spur-of-the-moment decision, Hibiki must adapt to her new lifestyle. 
 
[Written by MAL Rewrite] 
","Comedy, Ecchi, Slice of Life, Sports",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,Comedy Ecchi Slice of Life Sports
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Pushed out to the far reaches of the galaxy, the crew of the Solo Ship faces impossible odds of survival. With the Earth destroyed and the remnants of the Buff Clan pushing them to their limit, the Ideon shows as the last line of defense for the battered remains of humanity.  
 
As the tensions of their last stand rack up on their minds, Captain Bes Jordan and pilot Cosmo Yuuki race against the clock to protect their final opportunity of survival, even as desperation eats away at the minds of their loved ones. Using any weapons left at their disposal, the crew desperately fight on to protect themselves in the cold clutches of space, punished with a final duel against Harulu Ajiba, who is now desperate to reclaim the honor lost in her father's eyes. 
 
[Written by MAL Rewrite]","Drama, Mecha, Sci-Fi, Space",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,Drama Mecha Sci-Fi Space
9673,Tegami Bachi: Omakebachi,Tegamibachi Reverse  DVD short extra episodes.,Comedy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
3229,Kimi ga Aruji de Shitsuji ga Ore de,"Based On a Visual Novel developed by Minato Soft. 
 
Due to family troubles, Ren Uesugi and his sister, Mihato, leave their home. They end up moving to the city but find themselves with a lack of money. Somehow they are able to find work in the form of the Kuonji family's mansion, being employed as servants to the three sisters of the Kuonji family: Shinra, Miyu, and Yume. Being a servant also associates Ren with the mansion's additional servants and the Kuonji sisters' friends. 
 
(Source: Wikipedia)","Comedy, Ecchi, Harem, Parody, Romance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,9,Comedy Ecchi Harem Parody Romance
4848,Hinadori no Saezuri,"Dred Burton was a railroad tycoon who lived in a mansion with many maids who were used to ""serve"" the guests of the house. Now he's dead, but there's a new boss in town and SHE'S just as bad as he was. The Maids are being forced into even more bizarre and debaucherous situations than ever before. How far will things go? When will the pleasurable tortures end?",Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Hentai
3570,Yadosagashi,"A nameless heroine packs up her belongings into a large satchel and heads out of the city. Walking on foot across the countryside, she encounters a strange collection of creepy crawlies and ghostly spirits. ","Adventure, Fantasy, Kids, Slice of Life",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,Adventure Fantasy Kids Slice of Life
32252,Japonese,A film by Renzou Kinoshita about culture and tradition.,Comedy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
39012,Capsule Boy 2: Ujuleul Jikyeola,The second season of  Capsule Boy . SBS took over broadcasting the show. The art style has been changed for a more modern anime-esque appearance and some voice actors did not reprise their character's roles.,"Sci-Fi, Kids",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,Sci-Fi Kids
18475,Kagayake! Yuujou no V Sign,,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Sports
39505,Doubutsu Mura no World Cup: Yoiko no Koutsuu Anzen,A children's traffic safety anime with a soccer theme in honor of the 2002 World Cup which was hosted in Japan and South Korea. Many children want to play the sport but it's easy for them to get into accidents chasing after balls in the street.,"Sports, Kids",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,Sports Kids
3247,Love Hina Final Selection,"Love Hina Final Selection, tells the story of Love Hina.  
Then gives Keitaro's final selection of girl, for those unfamiliar with Love Hina, Keitaro is the main character, surrounded by girls in an all girl dorm, he is 20 unlucky and eventually becomes a cool, respected hero to the girls, they all end up having a crush on him and he must choose, this OVA features his decision.","Ecchi, Comedy, Harem, Romance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,Ecchi Comedy Harem Romance
23759,Oira no Ski,Animated short features bunnies and tanuki having wacky hijinks while going skiing. ,"Comedy, Sports",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Comedy Sports
5941,Cross Game,"Kou Kitamura and Aoba Tsukishima are often at odds—even though their families happen to be close friends and business partners. Although the only child of a sports shop owner, Kou has never been interested in playing baseball. Despite this, he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the Tsukushima family. On the other hand, Aoba loves to play baseball and is a star player with exceptional pitching form. 
 
However, these two seemingly complete opposites share something very important to them—Wakaba Tsukishima, Aoba's older sister and Kou's destined sweetheart. Admired by the quarrelsome duo, Wakaba often finds herself the catalyst to their never-ending rivalry. But whether or not they realize that they have more in common than either would care to admit, only time will tell. The game of baseball may just be what the pair needs to ultimately overcome their own personal struggles. 
 
[Written by MAL Rewrite] 
","Comedy, Drama, Romance, School, Shounen, Sports",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,Comedy Drama Romance School Shounen Sports
37222,Tsun M! Gyutto Shibatte Shidoushite The Animation,,Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Hentai
696,Tenchi Muyou!,"Tenchi Masaki's life changes forever when the ship of an infamous space pirate, Ryouko Hakubi, is shot down and crashes near his family's temple. Little did Tenchi know that by saving Ryouko, he would spark a series of events that would lead alien women from all walks of life to inhabit his home. This includes the delicate Princess Aeka of Jurai and her playful younger sister Princess Sasami; the scatterbrained first-class detective Mihoshi Kuramitsu and her more capable partner Kiyone Makibi; and the eccentric, mad scientist Washuu Hakubi. 
 
The six women do their best to adapt to their new lives, but their more advanced and exotic lifestyle does not mesh well with the simplistic customs on Earth. As a result, they just end up making a mess and causing trouble for poor Tenchi. Though the girls are a pain, Tenchi begins to form a close relationship with each of them, and through their bond, he begins to gain a better understanding of his role in the universe. 
 
[Written by MAL Rewrite]","Comedy, Harem, Romance, Sci-Fi, Shounen, Space",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9,Comedy Harem Romance Sci-Fi Shounen Space
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,"Haruhiko, Riko, Yukari, Chisa and Rinka are trying to help Kirino save her family's inn from bankruptcy due to their newest rival, Hotel Moonstone. As a result, they decided that creating high-class cuisine was the best method in order to help the Konosaka Inn attract customers. However, in the process of creating this high-class cuisine Yukari, Chisa and Rinka mysteriously and instantaneously develop overpowering feelings towards Haruhiko and end up vigorously competing for him. Unfortunately, for Haruhiko this harem contains mixes of both heaven and hell.","Harem, Comedy, Magic, Romance, Ecchi",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,Harem Comedy Magic Romance Ecchi
1786,Sprite: Between Two Worlds,"Lately, shy Manami has been flirting outrageously and sparking vicious cat-fights! Afterwards, she remembers nothing. Can it be that another personality seethes beneath her own? A wild woman who’ll do anything to find trouble? 
 
(Source: AniDB)","Comedy, Ecchi, Romance, School",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,Comedy Ecchi Romance School
18463,Sign,"Music video for the song 'Sign' by Nobukazu Takemura 
 
Animation done by Katsura Moshino","Music, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,Music Sci-Fi
39213,Dekkai Totto March,A music video for the song  Dekkai Totto March  by Duke Aces that was featured on NHK's Minna no Uta program.,"Adventure, Music, Kids",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Adventure Music Kids
9221,Kanzen Shouri Daiteiou,"When an alien force attacks Earth, a giant sword falls onto the campus of Paradise Elementary School, transforming it into a flying vessel. The fate of the planet lies with one group of kids who must pilot powerful mecha to stop the invaders before it's too late! 
 
(Source: Anime-Planet) 
 
Note: Originally planned as a TV anime series, this ended up as a promotional video for its manga serialization on magazine Monthly Daiteioh.","Action, Adventure, Kids, Mecha, Sci-Fi",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,Action Adventure Kids Mecha Sci-Fi
