Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
38422,High Score Girl: Extra Stage,"Four years after they first met, Haruo Yaguchi , Akira Oona, and Koharu Hidaka  remain the best of friends. Tensions start to build up as Akira's teacher, Gouda Moemi, becomes stricter than ever before, and Hidaka develops feelings for Haruo. Though he may not be the most composed and thoughtful person around, he has within him the one thing that started it all: his unconditional love for video games. 
 
[Written by MAL Rewrite]","Comedy, Game, Romance, School, Seinen"
341,Spiral: Suiri no Kizuna,"Ayumu Narumi's older brother Kiyotaka, a renowned detective and piano player, disappears all of a sudden. The only clue Narumi has, are the Blade Children. Two years later a row of murders and incidents begin, relating to the Blade Children. Together with school journalist, Hiyono Yuizaki, Narumi tries to figure out their destiny. 
 
(Source: ANN) ","Drama, Mystery, Shounen"
39187,Daisy Blue,"Single from Kano's second album, 'Alstroemeria'.",Music
30199,Hakimono to Kasa no Monogatari,A music video for the song by AKB48 that was featured on NHK's Minna no Uta Program. ,"Music, Kids"
18045,Koi to Senkyo to Chocolate: Koi Imouto!,Unaired 13th episode released on the 7th DVD/BD.,"Drama, Romance, School"
32826,Yuuki no Baton,"Animation music video of the  Yuuki Yuuna wa Yuusha de Aru  character song ""Yuuki no Baton.""",Music
3571,Mach GoGoGo (1997),"The Mach is a racing car loaded with a new engine ""X"" specially developed and built by a man named Kenich Hibiki who was a racing driver as well as a motor engineer. However, in a test driving made prior to its completion, he was involved in an accident and judged as dead. Meanwhile his father Daisuke who was watching the test driving all the way recovered the wrecked car as his son`s memento. A few years later the damaged car rebuilt by him revives as the new Mach which comes to participate in Grand Prix. This time, however, for the purpose to protect the driver from a possible accident, the new car is equipped with a safety system called ""Safety Seven"" with seven guarding devices. Also, it is loaded with the engine ""X"" that miraculously survived the tragic accident. Now its driver is Go, younger brother of Kenichi, who is determined to succeed to his brother`s will. In fact, he successfully participates in Grand Prix and keeps growing up to be a top racer of the world. 
 
(Source: official site)","Adventure, Cars"
6571,Koume-chan ga Iku!,"Koume is a new Office Lady (OL), an employee of Caramel Ribbon, Inc., a firm of designers. This is the story of her days and nights, complete with humor unique to Osaka. 
 
Seen from outside, Kansai doesn't seem like the rest of Japan. Watching this show will make you an expert, even if you know nothing about the area right now. 
 
It's a humorous tale of life in a Japanese company, with Koume, her effeminate boss, and Kimi, a one-time girl gang member, as they try to sell (supposedly) new and fresh designs. The voice actors also come from Kansai, ensuring authenticity. 
 
(Source: AniDB)","Comedy, Romance, Slice of Life"
2223,Maple Town Monogatari,"Maple Town Stories is about friendship, adventure and the troubles the children (Patty Rabbit, Bobby Bear and Fanny Fox) who are the main characters of the show, fall into. Wild Wolfe is a homeless thief who lives in the forest and usually steals from the town and does other mischief, but the kids are always there to stop him and set things right slowly making him understand the wrongs of his ways. 
 
(Source: ANN)","Slice of Life, Fantasy"
2204,Karakurizoushi Ayatsuri Sakon,"The dark-haired bishounen is Sakon Tachibana, a puppeteer, and the other is Ukon, his favorite puppet, and best friend. Sakon is the (only) grandson of Saemon Tachibana, a national treasure of Japan famous for his manipulation of Bunraku puppets. Ukon is a child doll puppet made in the early Meiji era by the famous female dollmaker Unosuke. Together they run into murders and solve them. 
 
(Source: AnimeNfo)","Mystery, Horror, Thriller, Shounen"
3383,Orchid★Emblem,"The Trident Foundation controls the world`s back alleys and darkest corners. Its boss, the ruthless Tojo, has an un-quenchable thirst for violence, sex and power. When he meets Rei-Lan, his sexual prowess takes her beyond her wildest fantasies. Four years later, they meet again as enemies. Will Rei-Lan extract her revenge on Tojo, or will their sexual bond prove too potent to resist? 
 
(Source: AniDB)",Hentai
1417,Lupin III: Moeyo Zantetsuken!,"A Hong Kong crime boss contracts Lupin, Fujiko and Jigen to recover a legendary dragon statue that sunk with the Titanic. Unfortunately for them, the dragon is a treasure of Goemon's clan, said to have power exceeding that of his Zantetsuken sword; he resolves to protect the statue at all costs, even if it means killing his old friends.  
 
(Source: ANN)","Action, Adventure, Mystery, Comedy, Seinen"
15811,Girls & Panzer Specials,Mini episodes bundled with Blu-rays and DVDs.,"Military, School"
30826,Suzakinishi The Animation,"Voice actresses Aya Suzaki and Asuka Nishi announced at an event in Tokyo on Sunday that their  Suzakinishi  radio program will get a television anime adaptation starting in July. The  Suzakinishi The AanimationN  anime will air on Tokyo MX TV, TV Kanazawa, and Sun TV. 
 
(Source: ANN)","Slice of Life, Comedy"
567,The Big O,"Paradigm City, a city of amnesia and a place of belonging. It remains populated by forgotten pasts and the ruins of their labors due to a calamity 40 years ago. Shrouded in a fog-like mystery, it is up to people like Roger Smith to shine a light through the mist. Acting as a professional negotiator and suave agent, Roger is a self-tailored ladies man whose only love is for funeral black. However, as he gets deeply involved with his clients, what often starts as a simple negotiation evolves into Roger saving Paradigm from crime and peril. 
 
In the process, Roger stumbles even deeper into the untold folds of the city. As a rule, things are hardly ever as they appear. Serving as gray knight in a gray world, Roger is not without allies. By his side are Norman, a loyal and widely skilled butler, and Dorothy, a human-like android with deadpan snark. Together with the relic Big O, a jet-black mecha of gargantuan size and weight, they help Roger serve iron justice to Paradigm's lurking villains as he discovers the truth about 40 years ago. 
 
[Written by MAL Rewrite]","Action, Sci-Fi, Mystery, Psychological, Mecha"
10470,God Eater Prologue,"A prequel to the video game by the same title. 
 
The video takes place in the year 2065, six years before the events of the video game. In the video, three wielders of the ""divine weapons"" from the Fenrir Far East branch, an elite military task force, arrive at a military operation against the powerful creatures called Aragami. One of the three, Souma, is a protagonist in the video game. 
 
(Source: ANN)","Action, Military, Sci-Fi, Fantasy"
6046,Tales of Vesperia: The First Strike,"Ten years after the Great War against the demon-beasts, the empire rules over the world and prosperity relies on the massive use of aer. 
 
Yuri Lowell and Flynn Scifo are two young men who have just enrolled the ranks of the prestigious Imperial Knights. One day, they are sent to the town of Ceazontania, where abnormal aer activity has reportedly caused the proliferation of horribly mutated beasts, with serious threat for the whole region. 
 
Meanwhile, the Knights Supreme Commander Alexei Denoia and the naive Princess Estellise are involved in a behind-the-curtains struggle for power in the capital. The situation in Ceazontania deteriorates as the garrison of Imperial Knights finds that they cannot expect any immediate support from the capital. 
 
Then, Niren Fedrok, commander of the Imperial Knights in Ceazontania, takes an unexpected decision that is going to change Yuri and Flynn's destiny forever. 
 
What are the secrets behind the extraordinary events that are happening around Yuri and Flynn? Will they be able to defend the innocent people of Ceazontania and stay true to their beliefs? 
 
(Source: Funimation)","Action, Adventure, Fantasy, Magic, Military"
28313,Kanojo wa Dare to demo Sex Suru.,"Kazuhiro Sayama finally gathers the courage to confess to his crush, Erika Sakurai. She responds by immediately having sex with their gym teacher in front of him. It turns out that the girl of his dreams is a voracious sex addict and she's especially into exhibitionism. 
 
The two strike a deal: Kazuhiro will become Erika's personal cameraman, filming every one of her sexual encounters. He gets to watch the girl he likes in every lewd situation imaginable, with only one catch—he himself may not have sex with her. Will Kazuhiro be content with their arrangement, or will he shoot for something more?",Hentai
4395,Norakuro Nitouhei: Enshuu no Maki,"Norakuro keeps getting his allies and enemies mixed up while on training maneuvers. What he had thought to be a successfully eliminated enemy tank turns out to be the tank carrying the Regimental Commander. 
 
(Source: AniDB)",Adventure
36622,Hamaneko,"This visual production is a project of Hachinohe Portal Museum “hacchi”, a cultural facility located in Hachinohe, Aomori Prefecture.  
 
The animation, set in the coastal area of Hachinohe depicting the landscape and life in Hachinohe, from the eyes of a girl called Hamaneko who came from the planet Nekoryoshka, and Kabu a black tail gull; employing animations created from textiles.  
 
Food menu that appears in the story are original productions of [Bistrot Pot d’Etain] chef , Yuki Miura, of Hachinohe. 
 
(Source: Official YouTube Channel)",Slice of Life
8182,Bouken Shounen Shadar,"When Earth is threatened by the invading Ghostar, a young boy with nerves of steel and the strength of 50 men appears from a cave on Mount Fuji. He is Shadar, a boy of unknown origin who, with his faithful dog, Pinboke, fights to save the world.  
 
(Source: The Anime Encyclopedia) ","Adventure, Horror"
36353,Sabishi Gariya-san Konnichiwa,An upbeat man says hello to the people he walks by and enjoys the wholesome company of his girlfriend.,"Music, Kids"
4547,RoboDz,"Five minute episodes following the adventures of three robot friends: Nejimaru, Sombrenosuke and Drum-Kan-Be, who coexist with humans of the same world. When an alien invasion called Corporation Baddoru arrives, they are forced to join forces against the invaders.",Sci-Fi
1466,Hakugei Densetsu,A courageous young man tries to find the only person who can save his planet from the most terrifying beast in the universe—the great white whale Moby Dick—in this futuristic anime adventure set in 4699. But locating the outlaw Captain Ahab and his illusory crew of whale hunters and persuading them to put an end to the leviathan's long reign of terror won't be easy. Will Ahab take up the challenge one more time? ,"Sci-Fi, Adventure, Space"
12585,Inazuma Eleven Go: Tokubetsu-hen,Recap episodes of  Inazuma Eleven Go  made to catch viewers up in the newest franchise in preparation for the  Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon  film being released at the same time period (the 2nd recap ep aired on the same day the movie came out). Both recap episodes were included on the 12th DVD volume of the main anime as well.,"Sports, Super Power, Shounen"
32982,Imakara Atashi......,Based on the doujinshi by Kaisei Kishi.,Hentai
35682,Milky Panic twelve,Part of Anime Tamago 2018. ,
14373,Arata naru Sekai: World's/Start/Load/End,"Four high school girls in uniforms walk silently on the barren earth. These girls are time travelers who had been sent 6000 years into the future, from their present in which the same day is endlessly repeated, in order to evade human extinction. 
 
They studied time travel in school, were examined by the aptitude test, and were sent to the future as told. What should they do now? They had no idea. The only thing they could take with them from the present was a light, toy-like cellphone. Of course, it receives no signal here. 
 
As the girls are walking, they see strange birds flying in the sky, and a discolored river in the distance. 
 
Then, one girl finds an abandoned house, and recognizes the name inscribed on the front gates.",Sci-Fi
37780,Okojo to Yamane,"The franchise centers on two friends: a naive weasel who likes cute and round things, and a dormouse who plays innocent. Together, they spend their days playing and having fun in short stories set in Nagano Prefecture.  
 
(Source: ANN)","Slice of Life, Comedy"
9536,Robin-kun to 100 nin no Otomodachi,"Robin, a boy who likes to invent something alone, decides to make a lot of friends when he has to move from downtown to ""Green Village"". At the stage of ""Green Village"" which is set the newest environment system for nature, each episode has a lot of questions about "" true ecology"" and ""true friends"" through the activities of Robin and his 100 friends. 
 
(Source: Official Website)","Comedy, Kids"
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,"Waking up from a nap, Kino is relieved to see that a certain tower from afar is still proudly standing. Located in the heart of the Tower Country, the immensely tall tower stretches high into the sky, reaching seemingly infinite heights. The tower looks like something out of a dream, but the breathtaking construction is unmistakably real. Intrigued, the traveling partners Kino and Hermes—the talking motorcycle—journey to the tower to get a closer look at the building. 
 
Despite already being unbelievably tall, the tower is still being built by the townspeople to this day. Puzzled by the origins of the tower, Kino and Hermes ask around the town for information, but they fail to obtain any definitive answer. They continue to observe both the tower and the townspeople during their stay, hoping to understand the reasoning behind building a tower that requires so much effort. After all, there is always something to learn... even from the strangest of countries. 
 
[Written by MAL Rewrite]","Adventure, Fantasy, Psychological"
10889,Jungle Kurobee,"Urobe was a son of the great chief of Pyrimi, Africa. One day he hung on an airplane and came to Japan. Because of the cold and hunger, he fell on to the yard of Shishio’s house, and Shishio nursed him. Kurobe was very thankful for him and began to repay for his kindness. Kurobe dug a big hole in the yard.Every time he returns the favor, he threw a stone into the hole until stones would fill the hole. 
 
(Source: ANN)",Comedy
30746,Fushigi na Somera-chan,"The story follows the everyday life of Somera Nonomoto who can use the strongest kenpo, Nonomoto Mahou-ken, which is inherited from her mother with her younger sister Kukuru. 
 
(Source: Crunchyroll)","Comedy, Magic, Slice of Life"
6964,Yuu☆Yuu☆Hakusho Picture Drama,"Because the Demon World Tournament winner has requested it, Yusuke, Kuwabara and Kurama get together in front of an audience for each of them to record a morning and evening greeting. 
 
The problem is how to get Hiei to do the same.","Action, Martial Arts, Comedy, Demons, Shounen"
37607,Shounen to Mahou no Robot,"A boy who loves to music but cannot sing in front of others receives an robot from a scientist. He teaches the robot music and singing so it can perform in his stead. Magically, it becomes its own person. 
 
The music video represents how the Vocaloid franchise has given voice to many people who are too scared or too muddled in their own talents to sing on behalf of the music they created. And while it is a computer software, it's thanks to those peoples' creations that the Vocaloids themselves have gone on to have their own self-standing personas.","Sci-Fi, Music, Kids, Magic"
38878,Sweet Touch of Love,"The film is comprised of a countdown leader that goes backwards and forwards mixed in with an animated Marilyn Monroe seductively eating a banana. It was made for the 1st 100-ft Film Festival, organized by the Underground Center, with a line-up of works made with one 100-ft reel of film. 
 
(Source: Collaborative Cataloging Japan)",Dementia
34724,Junlin Chengxia,"In a day like any other, Cao Xiao Man's brother, Xiao Bei, is stabbed by a man after defending a mysterious girl. Due to the incident, and to buy medicine for his brother, Cao Xiao Man decides to earn money in a rather strange way: cross-dressing as a girl and seducing men. When he arrives to his client's house everything seems to go as planned, but the client soon discovers that Cao Xiao Man is, in fact, a boy. He decides to put Cao Xiao Man in a game where he is turned into a girl. In order for Cao Xiao Man to go back to being a boy he needs to complete the game and find the 7 Loyalties located all over the country. 
 
(Source: YouTube)","Comedy, Fantasy"
31246,Choegang Habche: Mix Master,"Mix Masters Final Force  is the second season of the original mix masters show. In this story, Ditt forgets that he was a mix master. But when the time comes to save the world once again, he finds new friends to help him in his battle against Eva and Babel, the two new antagonists. 
 
(Source: Wikipedia)","Adventure, Fantasy"
1287,Odin: Koushi Hansen Starlight,"In the year 2099, mankind has colonized parts of the Solar System thanks to the evolution of space travel. To venture further beyond what man has accomplished, the space vessel Starlight is launched. After rescuing a mysterious girl from a wreckage near the asteroid fields, the crew of the Starlight plot a perilous journey towards the Canopus system in search of the planet known only as ""Odin"" - the possible key to all forms of life.  
 
(Source: ANN)","Action, Sci-Fi, Adventure, Space, Drama"
6798,Saa Ikou! Tamagotchi,"Let's Go! Tamagotchi is an anime series focusing on the lives of Mametchi, Memetchi, Kuchipatchi, ChaMametchi, and their friends. The series premiered in Japan in December 2007, while an English dub was uploaded by Bandai in December 2008. It was originally uploaded a week before the release of the first movie in Japanese.",Kids
33142,Re:Zero kara Hajimeru Break Time,A series of comedic shorts featuring chibi versions of the characters of the main show.,"Adventure, Comedy, Fantasy, Parody"
38534,Huoli Shaonian Wang 3,"Huoli Shaonian Wang  is a Chinese multi-media franchise created to sell yoyo toys to children.  Huoli Shaonian Wang 3  is the first animated season in the franchise but the 3rd story chronologically. 
 
The show focuses on competitive schools that hold yo-yo contests. Each team has their own issues that they solve. Each yoyo has a name that reflects the toy's design. The show makes use of minor special effects in order to portray magic/spirit/chi and the speed of the yoyo. These ""magic spells"" are ""battling"" and the person whose ""magic"" remains, wins.  
 
(Source: Wiki)","Game, Kids"
39203,Idobata Gossip,"An original song by Touyu, animated by Mah. The song was included on the album ""Boom Industry"" released two days earlier.",Music
39996,Ake-Vono,Music video directed by Kouhei Yoshino for the song  Ake-Vono  by Japanese instrumental band NETWORKS.,"Dementia, Music"
38899,Nissin Men-nashi Donbei x Himote House,A collaboration between  Himote House  and Nissin. Each episode begins with an introduction by the talking cat Enishi and is followed by an ad-libbed performance by a member of the Himote House promoting Nissin's line of soup cups that substitute noodles with tofu.,Comedy
10572,Ro-Kyu-Bu!,"Subaru Hasegawa has the ambition to become one of the best basketball superstars of all time. However, this comes to an apparent halt when his school's basketball team ceases activities for a year. Shocked by the news, he decides not to involve himself in basketball anymore. 
 
One day, his aunt Mihoshi Takamura invites him to coach the Keishin Academy girls’ basketball team on how to play the sport, and he reluctantly agrees. He meets sixth-graders Tomoka Minato, Maho Misawa, Airi Kashii, Hinata Hakamada and Saki Nagatsuki, and begins training them in the sport with one goal: to defeat all strong opponents along the way. 
 
 Ro-Kyu-Bu!  follows the effort of five elementary girls and their coach as they their cute style of playing basketball. 
 
[Written by MAL Rewrite]","Comedy, Ecchi, School, Sports"
31833,Metamorphose,Short animation by Komazaki Tomomi.,
37406,Shampoo no Nioi ga Shita,Music video included with the second single of the digital idol group 22/7 (Nanabun no Nijuuni).,Music
1364,Detective Conan Movie 05: Countdown to Heaven,"Conan Edogawa, the Detective Boys, and Professor Hiroshi Agasa decide to visit the Nishitamashi Twin Towers. There they run into Ran Mouri; her closest friend, Sonoko Suzuki, and Ran's father, the famous Kogorou Mouri. Learning the trio are attending the towers' grand opening, Conan and company tag along for a private tour of its floors. 
 
However, as preparations are finalized for the opening ceremony, their visit takes an unexpected turn—three brutal murders occur, seemingly linked to a mysterious Porsche 356A. Soon after, as Conan and the detectives dive deeper into the case, the towers are rocked by an explosion. With fire rapidly spreading and lives in danger, police desperately seek to evacuate everyone. But when the elevator, their only means to escape goes down, Conan and company are left behind. With help on its way, they frantically try to keep everyone safe, but time is running out if they want to bring the perpetrators to justice. 
 
[Written by MAL Rewrite]","Adventure, Police, Comedy, Mystery, Shounen"
37435,Carole & Tuesday,"It has been 50 years since mankind began its migration to the terraformed Mars, where they live by in the comforts of advancement in AI. Carole lives in the metropolis of Alaba City, working part-time by day and playing keyboard by night. Tuesday has run away from her home in Hershell City to escape the grip of her wealthy family, and instead hopes to pursue music with her acoustic guitar. 
 
After a fateful encounter, the two decide to perform music together. Up against the AI singers that dominate the music world, the two of them believe that together they can convey their feelings through their songs. Will hard work and luck be enough for the duo to create the biggest miracle that Mars has ever seen? 
 
[Written by MAL Rewrite]","Drama, Music, Sci-Fi"
38699,Boku no Hero Academia the Movie: Futari no Hero Specials,"Short specials included with the Blu-ray/DVD release of  Boku no Hero Academia the Movie: Futari no Hero . 
","Action, Shounen, Super Power"
11859,Queen's Blade: Rebellion,"Power corrupts, and it when it appears that the once noble Queen Claudette's ways have turned to oppression and heretical persecution, it's up to a new generation of warriors to step up to the plate armor to bear arms and bare their naked fury in open rebellion! The odds may seem unfairly stacked in favor of the Amazonian ranks of the queen, doubly supported by her power of writ and assassins. But the incredible wits and assets of the dazzling array of daring damsels willing to risk their gorgeous skins and put their lithesome bodies on line against her, might just expose a few unexpected weaknesses in the queen's support!  
 
(Source: Sentai Filmworks) ","Action, Adventure, Ecchi, Fantasy"
7333,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,A DVD-only special episode which gives us a glimpse of what happens after Angelique completes her mission.,"Fantasy, Romance"
5690,Nodame Cantabile: Finale,"Shinichi Chiaki is quickly making a name for himself as the principal conductor of the revitalized Roux-Marlet Orchestra, and Megumi ""Nodame"" Noda has made leaps and bounds as a pianist at the Conservatoire de Paris. However, tensions mount between the two as Nodame feels left behind by Chiaki's growing success and his close friendship with legendary piano prodigy Rui Son. Disregarding her teacher Professor Charles Auclair's advice, Nodame enters another piano competition in an attempt to jumpstart her own performance career.  
 
Meanwhile, those around Chiaki and Nodame are at their own crossroads. Rui begins to doubt herself after hearing Nodame's playing and being denied tutelage from Auclair; Maestro Franz von Stresemann faces the reality of his mortality; pianists Yunlong Li and Tatiana Vishneva feverishly prepare for a competition, while the latter also struggles with her growing feelings for oboist and fellow student Yasunori Kuroki.  
 
As Chiaki, Nodame, and their friends continue on their respective journeys, they must not only strive to stay true to themselves, but also remember where it all started. 
 
[Written by MAL Rewrite]","Comedy, Josei, Music, Romance"
13219,Himesama Gentei!,"This is the first title by Princess Sugar. Celina is the princess of the prosperous western European country of Mellberg and came to Japan to study at a normal school while concealing her true identity. Since she is a distant relative to Yuu, she ends up living in his house. One day, the princess of the resource-rich country of Marualand, Olivia, was exiled to Japan in a coup d’état. Quickly gaining notice around the town, she was treated like a honored guest. However, Yuu disapproved of her snobby attitude since he had grown accustomed to being around princess Celina. Then, Celina told Olivia not to be near him as he is her most precious person. Not backing down from the challenge, she states that she will make him hers.  
 
(Source: VNDB) ",Hentai
2181,TANK S.W.A.T. 01,Masamune Shirow presents a story about the Dominion Tank Police dealing with terrorists taking over the NT Building with AI driven tanks.,"Police, Mecha"
38889,Kono Oto Tomare! 2nd Season,"The Tokise High School Koto Club has courageously pushed through their fractured and unsynchronized performance at the Kanto Region Traditional Japanese Music Festival. Clubmembers Chika Kudou, Satowa Houzuki, Takezou Kurata, Hiro Kurusu, Kouta Mizuhara, Saneyasu Adachi, and Michitaka Sakai are devastated to learn the negative results of their performance, leaving them crushed. Nonetheless, the group recognizes their potential and enthusiastically agree to collectively sharpen their skills, improve their flaws, and develop higher caliber playing to succeed in the upcoming national qualifiers in winter.  
 
With the help of their now willing club advisor Suzuka Takinami, the group's goal gradually becomes achievable as they begin to grasp the foundations of good music and refine their koto-playing abilities, with the suggestion of performing more often to gain what they lack most—experience.  
 
However, as their journey to nationals is underway, the koto club members face challenges that obstruct their focus and progress. Not only does the threat of other powerhouse schools and musicians remain, but the high school issues of budding romance and soon-to-be-graduating seniors also begin to push the limits of the determined group of teenagers and the future of the koto club. 
 
[Written by MAL Rewrite]","Music, Drama, Romance, School, Shounen"
40256,Cannon Busters,"Follow the adventures and exploits of S.A.M, a high-end, royal-class friendship droid who's joined by a quirky, discarded maintenance robot and a brash, deadly fugitive. Together, the unlikely trio embarks on an unforgettable journey in a fantastic and dangerous world in search of S.A.M's best friend, the heir to a powerful kingdom under siege. 
 
(Source: Official Website)","Action, Sci-Fi, Adventure, Fantasy, Mecha"
5249,Mitsume ga Tooru,"He is a little boy who has a terrible power. On his forehead is a third eye that, if open, releases extremely dangerous mystical energy that turns him into an evil sorcerer, bent on conquering mankind, and able to summon demons and wielding a red harpoon wand called Red Condor. To protect mankind from his terrible power, Sharaku is made to wear a bandage which seals his third eye. While his eye is sealed, Sharaku knows nothing of his true nature or his power, and does not remember his evil half's sinister attempts to conquer the world.",Adventure
22177,Madonna (Movie),,Dementia
4114,Onegai My Melody: Kuru Kuru Shuffle!,A continuation of Onegai My Melody.,"Fantasy, Magic, Comedy"
14235,Salad Land,"Animated short produced for SSK Foods Co., Ltd. featuring its brand mascots. It was posted directly on the  website  of SSK Foods.",Fantasy
30159,Super Taromu,Pilot of Super Taromu. Recorded simultaneously with Okore!! Nonkuro and Toumei Shounen Tantei Akira pilots.,"Mecha, Shounen"
33048,Zegapain ADP,"Animation studio Sunrise has announced at AnimeJapan 2016 that its 2006 mecha anime series  Zegapain  will be re-edited into a movie titled  Zegapain ADP . The movie will also include new scenes not present in the TV anime. 
 
(Source: MAL News)","Action, Sci-Fi, Romance, Mecha"
33060,Ninja Negizou,"A music video for the song ""Ninja Negizou"" by Alberto Shiroma. Aired as part of NHK's Minna no Uta program.","Music, Kids"
1706,Gun Frontier,"It is a harsh and barren wasteland, where the weak aren't allowed to dream. It is also a sacred land for true men, for there is no place a man can feel more alive. This is the Gun Frontier. Sea Pirate Captain Harlock and the errant samurai, Tochiro arrive in the United States on the Western Frontier. Along with a mysterious woman they meet along the way, the two friends challenge sex rings, bandits, and corrupt sheriff. They are searching for a lost clan of Japanese immigrants, and they will tear Gun Frontier from end to end until they find it. 
 
(Source: ANN)","Action, Adventure, Drama, Historical, Sci-Fi, Seinen"
40292,Alien Alien wo Utattemita,"Music Video of the original Vocaloid song of Nayutan Seijin that is performed by the project band Hello, Happy World! as a collaboration between Bang Dream! and Hatsune Miku.",Music
3032,Digimon Tamers: Boukensha-tachi no Tatakai,"Takato and Guilmon go on vacation to Okinawa and meet a fellow tamer, Minami. Back in Japan, a popular computer pet suddenly becomes a virus, infecting all of the computers who have it. As the virus spreads, Takato tries to figure out why digimon are all attacking his new friend, and what her connection is to the virus. 
 
(Source: ANN)","Adventure, Drama, Sci-Fi, Shounen"
1725,Keitai Shoujo,"This is about Hiro Aida and his friends. Their daily life at school and first romantic encounters with all the fun and confusion. All these people are connected to each other through cell phone messages. 
 
The anime has 5 regular episodes and 1 Epilogue episode.","Comedy, Romance, School, Drama"
34764,Kuro-Nikuru Girls,"The digital sale/airing of the  Chain Chronicle: Haecceitas no Hikari  movies includes its own unique version of the Chain Chronicle chibi shorts, different from the chibi shorts shown with the theater airing. Their focus is on the female cast.","Comedy, Parody, School"
36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members. 
  
[Written by MAL Rewrite]","Action, Drama, Fantasy, Shounen, Super Power"
37576,Majutsushi Orphen Hagure Tabi,"A sorcerer who was once the top student of the famous Tower of Fang, now spends his time chasing around his hopeless clients as a moneylender, at least until his client comes up with a plan to make money: marriage fraud. Unwillingly being dragged in to the plan, Orphen encounters a monster who has long been his goal since the day he left the Tower of Fang. Between those who seek to kill the monster and Orphen, giving everything to protect the monster, his lousy but peaceful days end. Trying to turn back his sister, Azalie, back to her true form leads to many more mysteries and the key to the secret to the world.","Action, Adventure, Drama, Fantasy, Magic, Martial Arts"
16163,Sore Ike! Anpanman: Kirakira Boshi no Namida,Anpanman helps the princess Nandananda to find the The Shining Star's Tear.,"Kids, Adventure, Comedy, Super Power"
3127,California Crisis: Tsuigeki no Juuka,A boy and girl have a chance encounter in California where they find something not quite of this world.  ,"Action, Adventure, Comedy"
38556,Wo Shi Jiang Xiaobai 2nd Season,"After coming to terms with their past, Jiang Xiaobai and Tong Li are still together as editor and author—and now, as lovers too. But not everything is smooth-sailing for the new couple. Tong Li's most recent work is being panned by readers and critics, and Wen Zheng Magazine's recent decline in sales means that her serialization is in jeopardy. Meanwhile, Jiang Xiaobai, fondly remembering making music with his friends in high school, steps in as the backup bassist for a local band struggling to make their break.  
 
Secretly, Tong Li is frustrated both by her writer's block and by Jiang Xiaobai venturing out to chase his old dream. Things come to a head when, following the replacement of the head editor for Editorial Office No. 2, her novel is canceled. As she and Jiang Xiaobai grow estranged and as her family increasingly meddles in their already-strained relationship, Tong Li wanders into a welfare center for autistic people, where she meets a young non-verbal man whose piano playing deeply moves her. She begins to volunteer at the welfare center, not realizing that her and Jiang Xiaobai's worlds are much closer than she thought. 
 
[Written by MAL Rewrite]","Drama, Music, Romance, Slice of Life"
19103,Mesu Saga: Persona,"Yumi is the ideal wife any man could ask for. She is beautiful, gentle and caring. 
 
However, she is keeping a secret from her husband. There is another side of her that he does not know of. She is worried that her husband would find out about her dark secret, but at the same time her body is enjoying the excitement and happiness. Her husband eventually finds out, and...",Hentai
37939,Lilitales,"As a newly appointed knight of the royal family, Lunalie El Blanca must escort her lifelong friend, Princess Jill Grantz, in a pilgrimage to the ancient Shandora Ruins. All is well until a group of bandits ambushes Lunalie's company and kidnaps Jill. Returning to the Kingdom of Grantz as the sole survivor of the raid, Lunalie is summarily tortured and sentenced to death, accused of conspiring in the attack. 
 
Suspecting Jill might have been captured by a slavery ring, Lunalie escapes her confinement and journeys east toward Ishtar—a treacherous city where countless lives are sold to the highest bidders. Indulging in nights of carnal pleasure to find the trail of her missing friend, the young knight soon uncovers evidence of a sinister individual who may be responsible for all the terrible things that have happened. 
 
[Written by MAL Rewrite]",Hentai
23225,Yuru Yuri Nachuyachumi!,"Even during summer break, the Amusement Club lives up to its name! When Akari Akaza, Kyouko Toshinou, Chinatsu Yoshikawa, and Yui Funami find a camping tent, they decide to put it to good use by spending the weekend outside in the mountains. When some student council members catch wind of this, they are invited to come along as well. 
 
After a very long journey, the group arrives at their destination and is ready to make the most of their trip. They engage in classic camping activities, such as outdoor cooking and tests of courage, and finish it all off with a visit to the hot springs. An extravagant trip like this doesn't happen every day, but the Amusement Club is sure to savor each moment. 
 
[Written by MAL Rewrite]","Comedy, Shoujo Ai, Slice of Life"
2611,Panda Kopanda,"Panda Kopanda (Panda! Go Panda!) is a 30 minute movie made in 1972. Miyazaki created the original idea, the script, the layouts, and did key animation, and Takahata directed the film. The story is about a little girl, Mimiko, who was left alone while her Grandma was away. A 1973 sequel, Panda Kopanda: Amefuri Saakasu no Maki (Panda! Go Panda! & the Rainy-day Circus), continues the story and was made by the same people who made the first movie. The literal translation of the title Panda Kopanda is ""Panda, Baby Panda"", but it`s been released in North America as Panda Go Panda. 
 
(Source: AniDB)","Comedy, Kids"
