Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
14529,Super Majingga 3,,"Action, Space, Mecha, Sci-Fi"
31405,Joker Game,"With World War II right around the corner, intelligence on other countries' social and economic situation has become a valuable asset. As a result, Japan has established a new spy organization known as the ""D Agency"" to obtain this weapon. 
 
Under the command of Lieutenant Colonel Yuuki, eight agents have been assigned to infiltrate and observe some of the most powerful countries, reporting on any developments associated with the war. In order to carry out these dangerous tasks, these men have trained their bodies to survive in extreme conditions and studied numerous fields such as communications and languages. However, their greatest strength lies in their ability to manipulate people in order to obtain the information necessary to give their nation the upper hand. 
 
[Written by MAL Rewrite]","Military, Historical, Drama"
17497,Jewelpet Happiness,"The series focuses on the main heroine Chiari Tsukikage and her friends on managing the Jewelpet Cafe. One day at the magical world of Jewel Land, Lady Jewelina entrusted Ruby the Magical Jewel Box with a mission to make friends and collect Magic Jewels. At the same time she needs to attend the Jewel Academy to do so and open a shop called the Jewelpet Cafe. However with her friends, things didn't go well as planned with several failed mishaps happened to her and the students being scared, in the point of Ruby giving up. But when she met a young girl named Chiari Tsukikage and decides to help, Ruby's life is about to change forever. Now, she and her friends now must work together for the cafe to prosper, stick together through good and bad luck as well as protecting the Jewel Box from being stolen. 
 
(Source: Jewelpet Wikia)","Fantasy, Magic, Shoujo"
24839,X Maiden: Izakaya Tamaki,,Comedy
32555,Stella no Mahou,"Upon enrolling in high school, Tamaki Honda joins a club for making doujin games known as the SNS Club. Joined by programmer Shiina, writer Ayame, and composer Kayo, Tamaki begins working as an illustrator for the club's next game. 
 
(Source: Wikipedia)","Game, Slice of Life, Comedy, School"
16233,Yowai Mushi,"Another clip from Tekken, denouncing the intimidation experienced by certain Japanese.","Drama, Music"
16530,Ojamanga Yamada-kun,"TV anime adaptation of Hisaichi Ishii's comedy manga ""Ojamanga Yamada-kun"".","Comedy, Slice of Life"
32953,Koi ni Naritai Aquarium,Music video included with the second single for the  Love Live! Sunshine!!  anime idol group Aqours.,Music
35165,Hajime ni Oboeru Koutsuu Anzen,A traffic safety video teaching about road signal lights.,Kids
30173,Fruity Samurai,Short anime about fruity samurai.,"Action, Comedy, Samurai, Historical"
9376,Yamato Takeru: After War,"Three years have passed after the decisive battle at the end of Yamato Takeru  and peace has return to the land. Takeru, Oto and their friends return to the village and continue living their days in bliss until one night Shuranoo, piloted by Mikazuchi, marks a return and appears in the village to wreak havoc. Takeru is left without any choice and is forced to reactivate the sealed Susanoo from his slumber. However, this is just the beginning of a new threat, and Takeru has to overcome himself if he wants to rescue Oto from the impending danger. 
 
(Source: AniDB)","Action, Adventure, Fantasy, Magic, Space, Mecha, Sci-Fi, Shounen"
27573,Ubasuteyama,"Once upon a time, there was a lord in Shinano Province who hated old men. In accordance with the rules of the province, a person was exiled to an island when they turned 60 years old. On the night of August 15th, there was one such farmer woman, but her son loved her, and took her to a mountain to leave her there instead of turning her over to the cruel officers. However, he felt sorry about what he was doing and hid her under the earthen floor of a barn. One day, a messenger of the lord of the neighboring province was sent to the lord of Shinano Province making an unreasonable demand that a silk thread be threaded through a winding hole in a crystal ball and threatened that force would be used unless the task was done. The devoted son consulted with his mother, and she taught him a method in which you put honey around the end of one hole and let an ant tied with a thread go through it from the other end. The lord rewarded the son. However, a messenger was sent from the neighboring province again demanding that they identify which of two identical mares is the parent and which is the child. The son asked his mother again and then told the solution to the lord. When told by the lord that he would grant the son’s wish, he pleaded for his mother’s life. Since then, old men and women have been treated with respect and are no longer exiled. 
 
(Source: Japanese Animated Film Classics)",Drama
10369,Shougeki Shinsengumi,A slapstick OVA featuring super deformed members of the Shinsengumi members,"Comedy, Historical"
39057,A New Journey,"League of Legends commercial animated by P.A. Works, published on League of Legends YouTube channel.","Action, Game"
36483,B-Project: Zecchou*Emotion,Second season of  B-Project: Kodou*Ambitious .,"Music, Shoujo"
2127,Chouja Raideen,"Hishou, Ginga, Ace, Hayate, and Ikazuchi all work at a studio doing various idol-related jobs at the request of their manager, Reiko. But in reality, these five teenagers are really the Reideens, a group of superheroes who fight the Super Devils sent by Lushu, a mysterious being. Little do the Reideens know, these Super Devils are being sent for a more important purpose... 
 
(Source: ANN)","Adventure, Mecha, Sci-Fi, Shounen"
39530,Ecchi na Onee-chan ni Shiboraretai,Based on the doujin manga by Joy Ride/Yorokobi No Kuni. ,Hentai
28639,Futon,"A futon, a traditional Japanese mattress, as seen by Yoriko Mizushiri, becomes the vehicle of dream fantasies combining the most pleasant sensations such as the morning coffee, the warmth of bedding and a soft rice carpet under one’s feet. Lazy stretching serves as a start of sensuous, sleepy gymnastics. With a fluid movement, the passive body will turn once again from the left to the right of the mattress to dive into the fantasies of even deeper unconsciousness a little while later. 
 
(Source: Krakow Film Festival)",Dementia
7836,Notari Matsutarou,"A teenage school dropout finds new meaning in life when he discovers sumo wrestling, heading off to Tokyo for the bright lights and training with an aging master of the sport. 
 
(Source: The Anime Encyclopedia)",Sports
7985,Taiyou no Hou: El Cantare e no Michi,The second title in the series of anime films by the Happy Science religion.,"Historical, Fantasy"
7092,Shoujo Fight: Norainu-tachi no Odekake,"The story follows Neri Ooishi, a high school girl who is a talented volleyball player. She once was the captain of an elementary school team that went all the way to the national tournament. However, she spent three years as an alternate at a junior high school renowned for its volleyball program. Now she is in high school with new teammates, and she gets a chance to prove herself again.  
 
The sixth manga volume will have a ""special edition"" that will ship with the anime DVD on October 23. Nihonbashi herself is writing the script for the anime, and Prodution I.G is animating it.","Sports, Comedy, School, Seinen"
32197,Kaijuu Sakaba Kanpai! Specials,Unaired episodes included on the home release of the main series.,Comedy
33549,Mame-Mofu Collab Animation,A net anime collaboration between Mameshiba and Mofu☆Mofu at a summer festival during a goldfish scoop game.,Comedy
2521,Haja Kyosei G Dangaiou,"A mysterious explosion on Futagami Island begins a new chapter in the Dangaioh mythos! Led by the evil Professor Katou, a band of warriors calling themselves the ""Tartarus Knights"" have begun their campaign to lay waste to the world by way of a small research station on Futagami Island. Katou's victory seems almost certain until he encounters an advanced fortress guarding the island. From it, a group of three humanoid robots are launched—Dangaioh! 
 
(Source: AniDB)","Action, Mecha, Sci-Fi"
11705,Dragon Age: Blood Mage no Seisen,"In a time of darkness and barbarism, the Chantry has arisen - a religious order seeking to bring stability to a world corrupted by sinister magic. Led by the Divine, the Chantry's Templar warriors ruthlessly restrain the Mages and their magical cabals. But when the Templars fail, the most elite order of the Chantry takes charge - the Seekers! 
 
(Source: AniDB)","Action, Fantasy"
40479,Karrimor Mountain Club 2,"The second season of animated commercials produced by Karrimor Japan to promote their Mountain Club line of hiking rucksacks and explain their various features. In this season, we follow Camilo's sister Caroline, as she ventures into the great outdoors with the help of Dr. Bird.","Adventure, Slice of Life"
2412,Cambrian,"Dr. Yamagishi was expelled from an academic society because he had tried to make a human clone. Next theme of his study was a new human species Cambrian. He made himself a test target. However, he turned into a chunk of grotesque flesh, and it began to rape women by its tentacles. ",Hentai
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,"This special, known in Japan as ""Batoru Kaiibai 29 Hitou Korinai Yatsura,"" was available through the Kitty Animation Circle making it a difficult item to come by. It contained clips from twenty-nine of Ranma's most memorable opponents from the television series.  
 
(Source: furinkan.com/ranma/anime/specials.html)","Comedy, Martial Arts, Slice of Life"
13255,Haru wa Kuru,"A short promotional film for the Johnnie Walker whiskey brand, animated by STUDIO 4°C.",Adventure
26143,Okori Jizou,"Based on a book of the same name.  
 
A stop-motion anime about the atomic bombing of Hiroshima. A 6 year old girl named Hiro-chan gets burned by the bomb while playing with a local laughing Jizo statue. While crying out her mothers name she also begged for water. Suddenly the Jizo statue's face became that of an angry expression and tears started flowing from its eyes which Hiro-chan was able to drink. ","Historical, Kids"
35672,Yama no Susume: Third Season,"Aoi and Hinata are childhood friends. Aoi prefers staying indoors and is afraid of heights, whereas Hinata is outgoing and loves mountaineering. They both decide to climb a mountain in order to see a sunrise they saw together when they were younger. 
 
In the coming third season, they enjoy hiking beautiful mountains with colored leaves and the story gets even more colorful when they become friends with local school girls!! 
 
(Source: Yomiuri TV Enterprise)","Adventure, Comedy, Slice of Life"
1407,Stainless Night,"After ten years of dormancy, Linea awakes from a capsule in the countryside of Japan. Without any memories, she wanders into a small research center staffed by three beautiful women. One of the researchers, Sayako, is entranced by the strange woman and leaves her present lover. Sayako takes Linea to bed, and finds that her abilities are beyond that of any ordinary woman.  
 
(Source: ANN)","Hentai, Yuri"
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Short specials from the DVDs/BDs.,"Parody, Fantasy, Comedy, Military"
1617,Massugu ni Ikou.,"A talking dog is a beautiful story that you should have dreamt of as a child. But if you have forgotten about it, this is a reminder of that fable story. This is the story of a dog that talks, but ordinary people cannot hear his voice. 
 
The main character, Mametaro, is an adventurous crossbreed dog. He loves his owner, Iku-chan and his girlfriend Hanako-chan very much. However, he just cannot stand Iku-chan's friend, Akiyoshi. 
During this story, which will be told from Mametaro's point of view, the warm days of spring are finally here. The school and the riverbank, which is actually just an ordinary neighborhood for people, seems like a mysterious world that extends infinitely to little Mametaro and his friends. 
 
(Source: AniDB)","Comedy, Josei, Romance, Slice of Life"
9982,Fairy Tail OVA,"When the members of Fairy Tail aren't destroying towns or defeating powerful foes, they're attending school, travelling back in time, visiting water parks, and taking on odd jobs from strange clients. No matter where they go, a fun adventure always awaits, sometimes in the most unexpected form! 
 
[Written by MAL Rewrite] 
","Comedy, Ecchi, Fantasy, Magic, Shounen"
16011,Tokyo Ravens,"Onmyoudou magic was once a powerful technique used by the Japanese during the second World War in order for them to gain the upper hand and establish their nation as a formidable force. But Japan was quickly defeated after the revered onmyouji Yakou Tsuchimikado caused the ""Great Spiritual Disaster,"" an event which plagues Tokyo to this very day. As a result of this mishap, the Onmyou Agency was established in order to exorcise further spiritual disasters and combat the demons that would make their way into the world. 
 
Now, Onmyoudou has become far more modern, simplified, and refined for use in a wide variety of applications such as medicine and technology. However, not everyone is able to utilize the magic, as is the case with Harutora, a member of the Tsuchimikado's branch family. Despite an old promise to protect Natsume, the heir of the Tsuchimikado's main family and Yakou's supposed reincarnation, as her familiar, Harutora has no talent and chooses to live a normal life instead. But when a prominent member of the Onmyou Agency attempts to recreate the same experiment which led to Japan's downfall, he decides to make good on his word and fight by Natsume's side. 
 
[Written by MAL Rewrite]","Comedy, Supernatural, Magic, Romance, School"
30985,Yamakoshi Mura no Mari to Sanbiki no Koinu,"Based on a picture book written about the 2004 earthquake in Chuuetsu, Niigata prefecture. 
 
Mari's three puppies were just born, when the earthquake in Yamakoshimura started. Now their home is in ruins, and their owner, an old man is trapped under the debris. Mari somehow manages to break her chain, and encourages the old man, until help arrives. In the end, someone saves the old man, but he can't take in the dogs, so they remain in the now abandoned village. Can Mari and the puppies live on like this?  
 
(Source: AniDB)","Drama, Kids"
36111,Ima,Music video for  Ima  by Nozaki Ricon.,Music
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"With only Coast School in mind, Takamine Kiyomaro leaves Gash bewildered that he’ll make a new Volcan 300 for him to play with. The genius tries to catch up with the bus that would take him there, but a giant Volcan 300 kidnaps him. Meanwhile Gash befriends the same Vulcan that kidnapped Kiyomaro later named: Volcan 300 Generation 4. The genius wakes up to see that he isn’t in Coast School, but that a doctor by the name M2 wants him to be his partner in the future. However, Gash and the other demons interfere with M2's plan in taking Kiyomaro to the future by the help of Generation 4 who agreed to take Gash there by a glitch in its system. Still the doctor tries to get Kiyomaro to come back with him, but with the help of everyone, he is defeated. Though a new situation is at hand, the time warp that M2 came from is out of control. It’s up to Gash and the others to save the city or be sucked into it.  
 
(Source: ANN)","Adventure, Shounen, Supernatural"
16187,"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""","This is a story about Sayaka and Masaharu, college juniors, who are about to get married together. Everyone knows Sayaka to be a conservative woman and is saving sex for after marriage. However, Kaneko-senpai, considered to be a reliable senior by Masaharu, has other plans to change Kudou’s mindset. He finally gets his chance after Masaharu cancels due to work and he takes it. 
 
Will Kaneko succeed in his evil deeds to turn Kudou Sayaka from a conservative woman into a horny slut? 
 
(Source: hentaianimedownloads)",Hentai
33936,JA Kumamoto Keizairen,"The Kumamoto Prefecture Agricultural Cooperative Union's website began streaming an anime commercial titled 'Nikoyaka Shokudou' (Smiling Restaurant) on Wednesday. The commercial is intended to highlight produce grown in the prefecture, including meat (niku), rice (kome), vegetables (yasai), and fruit (kajitsu). The first characters of each of the words spell ""nikoyaka"" (smiling).",Music
21591,Wasure-boshi,SPring-8 Angstrom Compact free electron LAser's (SACLA) 5 minute pencil and watercolor anime short  narrated by Mamiko Noto and music by twoth.,"Music, Fantasy"
37675,Overlord III,"Following the horrific assault on the Re-Estize capital city, the Guardians of the Great Tomb of Nazarick return home to their master Ainz Ooal Gown. After months of laying the groundwork, they are finally ready to set their plans of world domination into action. 
 
As Ainz's war machine gathers strength, the rest of the world keeps moving. The remote Carne Village, which Ainz once saved from certain doom, continues to prosper despite the many threats on its doorstep. And in the northeastern Baharuth Empire, a certain Bloody Emperor sets his sights on the rising power of Nazarick. 
 
Blood is shed, heroes fall, and nations rise. Can anyone, or anything, challenge the supreme power of Ainz Ooal Gown? 
 
[Written by MAL Rewrite]","Action, Magic, Fantasy, Game, Supernatural"
38306,Ichiban Kirei na Hoshi,"A song about the most beautiful star in the sky and how it encourages people to ""wish upon"" it.","Kids, Music"
466,One Piece: Taose! Kaizoku Ganzack,"While Luffy and his crew of Zoro and Nami are starving on their small boat, they are attacked by a large monster. Nami is taken away, while Luffy and Zoro wash up on shore. There they meet a young girl, Medaka, and learn of the sad history of the island. The evil Pirate Ganzack has taken away all the men in the village and enslaved them, including Medaka's father. Now Luffy, Zoro, and Medaka must infiltrate Ganzack's base in order to rescue the villagers and Nami.  
 
(Source: ANN)","Action, Adventure, Fantasy, Comedy, Super Power, Shounen"
37695,Pa Para Papa,A happy husband and wife enjoy eachother's company and go for scenic drives in their car.,"Cars, Kids, Music"
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,Another Detective Conan Magic File.,"Adventure, Police, Comedy, Mystery, Shounen"
34156,PePePePengiin,,Comedy
32259,Mahou no Tenshi Creamy Mami: Perfect Memory,"An OVA supercut of Eien no Once More, Long Goodbye, and Curtain Call. One new animated feature is a fake Creamy Mami commercial for Creamy Soap. The feature then goes on to promote the  Majokko Club Yoningumi: A Kuukan kara no Alien X  release for later that year. This entry will only reflect the new footage.","Parody, Shoujo, Slice of Life"
9749,Shin Otokogi,,Seinen
33134,Kachikachi Yama (1939),A short film based on the  Kachikachi Yama  folktale.,Fantasy
719,Ai no Kusabi,"On planet Amoi, a great society has developed, creating a computerized city called Tanagura, ruled by supercomputer Jupiter. The populace is almost entirely male and is based on hair color; silver and/or blonds are the elitist, ending with dark/black haired as the bottom of society, often known as ""mongrels"". Blondies keep ""pets"", young boys kept for a few years, especially made for performing sexual actions for the Blondie's voyeurism entertainment. Blondies aren't suppose to keep pets for long or interact sexually with pets, but one blondie named Iason Mink has kept a pet named Riki, for years and is rumored to sleep with him. Iason refuses to let go of Riki, even with Jupiter's disapproval. Riki fights with his emotions and society problems, unable to decide what to do about his old friend/lover Gai (Guy) and their gang. Iason is obsessed with keeping Riki, and Riki doesn't know what to do; fight against him or surrender to him.","Drama, Romance, Sci-Fi, Yaoi"
10502,Tansu Warashi.,"The mother of a OL (office lady) sends her an old dresser. The thing is much too big for her small apartment and she doesn't know what to do with it.  
 
One night she falls asleep after having a few drinks and wakes up after hearing strange sounds. She sees a child's figure by the table taking some rice crackers...  
 
The OL's life with six spirit children begins.","Slice of Life, Comedy, Supernatural"
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,"A new boy moves into Pekkle's town, and is trying his hardest to impress Lucy; however, Lucy isn't interested in him. Lucy makes Pekkle out to be a better swimmer than he really is, and the new boy challenges him to a swimming contest.","Fantasy, Kids"
30211,Zenchuu Maite,"Based on a poem by Kenji Miyazawa. 
A worm in this river looks shiny to me. 
8  γ  e  6  α 
 
(Source: Official website)",Dementia
6954,Kara no Kyoukai 8: Shuushou,"While walking home, Mikiya Kokutou comes across a familiar sight: Shiki Ryougi standing by a railing amidst the falling snow, just as when he first met her four years ago. While the two talk of their past and shared experiences, Mikiya realizes that something is strange about Shiki; rather, this is not the woman he has come to know, but an entirely different entity that dwells within Shiki's body... 
 
[Written by MAL Rewrite]",Mystery
37662,Shinya! Tensai Bakabon,"The pinnacle of gag manga as well as one of Akatsuka Fujio's most renowned works, ""Tensai Bakabon"" returns after 18 years since its last anime with Director Hosokawa Toru's new original story! 
 
Bakabon and his family, who made the phrase ""This is how it should be"" famous, are back along with the eccentric cast of Mr. Policeman, Rerere no Ojisan and Eel-Dog letting loose in a much more modern setting! 
 
The new frontier of ""Bakabon"" that'll take place in a late-night slot is about to begin, 10 years after Akatsuka Fujio's death. 
 
(Source: Crunchyroll)","Slice of Life, Comedy"
39790,Adachi to Shimamura,"The second floor of the gym―this was where we always met. It was class time, but of course, there weren't any classes going on in a place like this. 
 
This was where Shimamura and I became friends. We hung out here―talking about TV shows and cooking, playing some ping pong... This is where we fostered our friendship. 
 
Keeping my head propped against the wall, I let out a small sigh. 
 
What was this feeling? Yesterday, I'd dreamt of me and Shimamura kissing. 
 
Not that I'm like that. I'm sure Shimamura isn’t either. It’s not even something worth repeating myself about, but really, it’s not like that. 
 
It's just that when she hears the word ""friend,"" I want her to think of me first. That's all. 
 
(Source: Baka-Tsuki)","Slice of Life, Romance, School, Shoujo Ai"
10751,Kikou Kai Galient OVA,"The first two episodes are summaries of the TV series, the third one (Crest of Iron) takes place in an alternate universe.","Action, Sci-Fi, Fantasy, Mecha"
2961,Digimon Adventure Movie,"A brother and sister discover the digital world is more than 1s and 0s when a living creature arrives out of the family computer. The adventures of a group of children start with the appearance of a Digital Monster in the real world. 
 
(Source: ANN) ","Action, Fantasy, Kids, Sci-Fi"
22645,Kero Kero Keroppi no Sora wo Tobetara,"While playing with a kite, a bird is injured during its migration. The gang seeks help from a local pilot to help the bird make its journey.","Adventure, Kids"
33546,Monster Strike: Mermaid Rhapsody,"The episode follows Ren on his vacation in Okinawa. There, he meets a mysterious girl.","Action, Fantasy, Game"
941,Renkin San-kyuu Magical? Pokaan,"Renkin San-kyuu Magical? Pokaan  follows the daily lives of four young girls. There is just one catch: they are anything but normal. This group of friends—the energetic werewolf Liru, the joyful witch-in-training Uma, the motherly android Aiko, and the seductive vampire Pachira—are actually princesses from the netherworld who have traveled to the human world in search of a new home. Unfortunately, their naivety and severe lack of knowledge make living peacefully among earthlings much more difficult than they imagined.  
 
As they attempt to adapt to their brand new lifestyle, they cause all sorts of trouble, and end up attracting the unwanted attention of a woman by the name of Dr. K-Ko. The scientist believes that these new residents of Earth are up to no good and attempts to capture the girls to prove the existence of the supernatural and gain credibility with the scientific community. Every day brings a new adventure as the girls deal with the insanity of her antics and all that the human realm has to offer. 
 
[Written by MAL Rewrite]","Comedy, Ecchi, Magic, Parody, Vampire"
24465,Heli-Tako Puu-chan,Based on the manga by Sasaki Takemaru.,"Comedy, Kids"
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Stolen from the famous ""secret"" Air Force base, Area 51, Lupin's most recently stolen treasure holds a secret. Four ""Bloody Angels,"" the toughest women Lupin has ever faced, want the treasure for their own terrorist purposes. Meanwhile Zenigata teams up with a female police officer to hunt Lupin and the terrorists down. 
 
(Source: ANN)","Action, Adventure, Mystery, Comedy, Seinen"
37148,"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""",Recap of the first nine episodes of Dies Irae from Marie's point of view.,"Action, Super Power, Magic"
12867,Tsuki no Sango,"The story takes place in approximately the year 3000, when humankind arrived at the peak of its civilization, but is losing its will to keep living. It follows a girl, called ""princess"" by those around her, who lives on a small island with a fifty-person colony and a shining coral reef. She is a descendant of the Moon people, and the story focuses on how her ancestors supposedly came to Earth. ",Drama
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,"Based on the erotic game by Blue Gale. 
 
Ayame has been acting strange of late. Apparently, that person, whom she calls Papa, has been on her mind. Burned into her mind is the scene of her Papa gripping Hyouka's panties. Knowing full well that Papa is lonely, she stumbles upon an ingenious, if dangerous, idea: ""I wonder if I can be Mom's replacement?"" 
 
(Source: AniDB)",Hentai
36350,Kuma no Nuigurumi,A little girl loves a stuffed bear and takes it everywhere. At home she never puts it away causing her mom to trip over it. Over time it gets really beat up and raggedy and mom decides it's time to toss it out. Luckily the girl find it and tries her hand at stitching the raggedy bear into better condition.,"Music, Kids"
31903,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),"Isobe Isobee is a lazy, slacker samurai with big dreams. He lives with his mother, who thinks highly of him. He lays around the house, sneakily looks at Edo-period pornography without his mother noticing, naps at school... but he plans to become a respectable samurai one day! 
 
(Source: MangaHelpers)","Comedy, Historical, Shounen"
31646,3-gatsu no Lion,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall. 
 
However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions. 
 
[Written by MAL Rewrite]","Drama, Game, Seinen, Slice of Life"
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"Kuno purchases a strange egg, believing that the mysterious powers of the legendary Phoenix will help him defeat Ranma. But when the egg hatches on his head, the bird goes out of control and wreaks havoc all over Tokyo. Ranma and the gang must use any means necessary to get the Phoenix to leave Kuno's head and fly away. 
 
(Source: ANN)","Action, Adventure, Comedy, Supernatural, Martial Arts, Shounen"
604,Mahou no Stage Fancy Lala,"Miho Shinohara is a care-free third-grader and an aspiring manga artist. One day, she encounters Mogu and Pigu - two lost fairies disguised as stuffed animals. In exchange for staying at her home until they find a way to return to their own world, the fairies give Miho a special sketch pad and pencil that enable her to magically create real objects from what she draws. With the pen, Miho can also transform into Lala, a beautiful teenage girl created from her manga art. As Lala, she is discovered by a talent agency, and so begins her adventures from an ordinary school girl to a model to an idol singer.  
 
(Source: ANN)","Music, Comedy, Drama, Magic, Romance, Shoujo"
36641,Grand Marche no Meikyuu,"The animated opening for Square Enix's  Grand Marche no Meikyuu  RPG mobile game which launched for Android and iOS on September 8, 2016. ","Fantasy, Game"
3234,009-1: R&B,"Mylene Hoffman, also known by the code name ""009-1"" is a beautiful cyborg spy. Instructed by her superior ""Number Zero,"" she is assigned to eliminate a Jazz musician who is suspected to be a double agent. However, as she gets closer to the musician, she begins to slowly loses suspicions. Can she complete the mission before she falls in love? 
 
[Written by MAL Rewrite]","Action, Sci-Fi, Seinen"
23439,Toki wa Meguru: Tokyo Station,"Misaki, a 25-year-old woman who is soon to be married, finds an old photo taken at Tokyo Station and an old, broken pocket watch from her late father. Her father worked at Tokyo Station during his life and was a very strict man in her memory, but she saw his smile from the old photo that she's never seen before. Misaki, in attempt to have the old pocket watch repaired, discovers that a watch store existed in Tokyo Station in the past.",Slice of Life
38158,HuGoo.n no Hug Hug Song,"A music video commissioned by Elleair, a household paper product company, for their disposable baby diapers. It's so safe that you can hug your baby and play around with it without worrying about spilling out from the action. In the music video it shows the mascot GOO.N (グ～ン) doing such with a baby.","Kids, Music"
29,Zipang,"Mirai, an improved Kongou-class Aegis guided missile destroyer, is one of the newest and most advanced ships in the entire Japanese Self Defense Force (SDF). Her crew, also one of the newest, is lead by Capt. Umezu Saburo and Executive Officer Kadomatsu Yosuke. While running scheduled training exercises one day, Mirai encounters a fierce storm that throws their navigation systems into temporary disarray. After a few minutes of recovery, the crew is shocked to discover that they've been transported back in time to June 4, 1942—The Battle of Midway, during World War II. Letting history take its course for this battle, they manage to avoid the conflict firsthand and make a vow to remain anonymous, changing history as little as possible. However, when the crew comes across the dying Lt. Commander Kusaka Takumi, XO. Kadomatsu's instincts to save lives takes over, changing the course of history more than he could've imagined. 
 
(Source: ANN)","Action, Military, Sci-Fi, Historical, Drama, Seinen"
9811,Hanasaka Tenshi Tenten-kun,A foolish clumsy angel came to the human world to help a very unlucky boy. But more accidents are then created...,"Comedy, Fantasy"
30060,Chii Jiaan Chuaanqii,A Chinese CGI series.,"Action, Adventure, Fantasy"
29269,Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,Hangyodon and co. end up getting sent the future and getting in a fight with aliens.,"Kids, Sci-Fi"
145,Kareshi Kanojo no Jijou,"Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she has been an object of admiration all her life. However, in reality, she is an incredibly vain person who toils relentlessly to maintain her good grades, athleticism, and graceful appearance. She wants nothing more than to be the center of attention and praise—which is why she cannot stand Soichiro Arima, the male representative for her class and the only person more perfect than her. Since the first day of high school, she has struggled to steal the spotlight from her new rival but to no avail. 
 
At last, on the midterm exams, Yukino gets the top score and beats Soichiro. But, to her surprise, he congratulates her on her achievement, leading her to question her deceptive lifestyle. When Soichiro confesses his love to Yukino, she turns him down and gloats about it at home with only a hint of regret. But the very next day, Soichiro visits Yukino house to bring her a CD and sees her uninhibited self in action; now equipped with the truth, he blackmails her into completing his student council duties. Coerced into spending time with Soichiro, Yukino learns that she is not the only one hiding secrets. 
 
[Written by MAL Rewrite]","Comedy, Drama, Romance, School, Shoujo, Slice of Life"
40171,Ushinawareta Choushoku,"A businessman happily goes about his carefully prepared morning routine. One day, this routine is suddenly interrupted.","Dementia, Psychological"
24121,Patta Potta Monta,Three monkey brothers from the from an urban city go to live in the countryside. There's no convenience store nor arcades there; truly bare-bones. The story follows their daily lives trying to make friends and have fun amongst the villagers. ,"Comedy, Kids, Slice of Life"
31904,Big Order (TV),"Ten years ago, a fairy by the name of Daisy appeared and asked the child Eiji Hoshimiya what his one and only wish was. Although his wish remains a mystery, the consequences were catastrophic. In an event called the ""Great Destruction,"" the world started to fall apart as everything collapsed and countless people died. 
 
Now, Eiji is a high school student whose only concern is his sick sister. He does not remember what he wished for; all that he remembers is that his wish caused the Great Destruction. In the years since that event, thousands of other people have also received abilities to make their heart's desire come true. These people called ""Orders"" are believed to be evil and are hated by the general public. However, some of these Orders are after Eiji's life in vengeance for those that he killed. Will Eiji be able to survive the numerous assassination attempts? And the biggest mystery of all: what did he wish for, and what were his intentions in wishing for something that caused so much desolation? 
 
[Written by MAL Rewrite]","Action, Shounen, Super Power"
10280,Uchuu Kaizoku Sara Special,An exclusive sequel included in the DVD Box of Uchuu Kaizoku Sara.,"Hentai, Sci-Fi"
8496,Neko Neko Fantasia,"""Shiro"" is a black cat who loves her family very much. She loves them so much she wants to help them out in times of need and trouble…but it’s difficult to do this if she’s just a cat. So one night, she wishes on the moon to make her able to help, and the next day, she has turned into a human girl. 
 
(Source: AniDB)",Comedy
2623,Flanders no Inu (Movie),"Set in 19th-century Belgium, this classic tale, based on the Flemish novel by Oui'da, celebrates the affectionate bond between an innocent boy and his faithful dog. The stunning animation, a masterful combination of traditional and computer-aided animation, captures the natural splendor of the Flanders countryside and recreates the spirit of this classic story that has captivated audiences world wide for more than 130 years. In fact, the popularity of The Dog Of Flanders led the local Belgian government of Flanders to dedicate a statue to Nello and Patrash in 1985, immortalizing their devotion to each other.  
 
(Source: AniDB)","Drama, Historical"
